transaction_id,transaction_date,transaction_time,store_id,staff_id,customer_id,product_id,quantity_sold,unit_price,promo_item_yn
620,3/23/2020,7:25:04,5,26,6000,72,2,2.65,Y
452,3/23/2020,8:40:02,5,28,5490,87,1,2.1,Y
452,3/23/2020,8:40:02,5,28,5490,72,1,2.65,Y
669,3/23/2020,8:45:17,8,42,8600,87,2,2.1,Y
669,3/23/2020,8:45:17,8,42,8600,72,2,3.25,Y
683,3/23/2020,8:52:30,5,12,6000,87,3,2.1,Y
683,3/23/2020,8:52:30,5,12,6000,72,3,2.65,Y
566,3/23/2020,8:55:22,5,12,5045,87,1,2.1,Y
566,3/23/2020,8:55:22,5,12,5045,72,1,2.65,Y
351,3/23/2020,9:23:42,8,44,8600,87,2,2.1,Y
351,3/23/2020,9:23:42,8,44,8600,72,2,3.25,Y
179,3/23/2020,9:25:32,8,44,8341,87,1,2.1,Y
179,3/23/2020,9:25:32,8,44,8341,72,1,3.25,Y
451,3/23/2020,9:39:58,8,6,8600,87,1,2.1,Y
451,3/23/2020,9:39:58,8,6,8600,72,1,3.25,Y
936,3/23/2020,9:47:10,8,6,8600,87,1,2.1,Y
936,3/23/2020,9:47:10,8,6,8600,72,1,3.25,Y
356,3/23/2020,10:03:52,8,44,8386,87,1,2.1,Y
356,3/23/2020,10:03:52,8,44,8386,72,1,3.25,Y
295,3/23/2020,10:14:45,8,42,8600,87,1,2.1,Y
295,3/23/2020,10:14:45,8,42,8600,72,1,3.25,Y
1553,3/23/2020,11:39:50,8,45,8330,87,1,2.1,Y
1553,3/23/2020,11:39:50,8,45,8330,72,1,3.25,Y
2362,3/23/2020,19:40:23,8,45,8600,87,1,2.1,Y
2362,3/23/2020,19:40:23,8,45,8600,72,1,3.25,Y
546,3/24/2020,6:20:44,5,12,5070,87,2,2.1,Y
546,3/24/2020,6:20:44,5,12,5070,72,2,2.65,Y
126,3/24/2020,7:32:54,8,44,8460,87,2,2.1,Y
126,3/24/2020,7:32:54,8,44,8460,72,2,3.25,Y
861,3/24/2020,8:01:52,8,6,8600,87,2,2.1,Y
861,3/24/2020,8:01:52,8,6,8600,72,2,3.25,Y
1163,3/24/2020,8:19:48,5,28,6000,87,1,2.1,Y
1163,3/24/2020,8:19:48,5,28,6000,72,1,2.65,Y
440,3/24/2020,9:20:55,8,42,8600,87,1,2.1,Y
440,3/24/2020,9:20:55,8,42,8600,87,1,2.1,Y
440,3/24/2020,9:20:55,8,42,8600,72,1,2.65,Y
61,3/24/2020,10:44:41,8,6,8600,87,2,2.1,Y
61,3/24/2020,10:44:41,8,6,8600,72,2,3.25,Y
2089,3/24/2020,12:23:04,8,43,8600,87,1,2.1,Y
2089,3/24/2020,12:23:04,8,43,8600,87,1,2.1,Y
2089,3/24/2020,12:23:04,8,43,8600,72,1,2.65,Y
2046,3/24/2020,12:41:32,5,29,5354,87,2,2.1,Y
2046,3/24/2020,12:41:32,5,29,5354,72,2,2.65,Y
1790,3/24/2020,13:09:16,5,27,6000,87,3,2.1,Y
1790,3/24/2020,13:09:16,5,27,6000,72,3,2.65,Y
1648,3/24/2020,14:38:45,5,29,5197,87,2,2.1,Y
1648,3/24/2020,14:38:45,5,29,5197,72,2,2.65,Y
1668,3/24/2020,15:43:03,8,45,8600,87,2,2.1,Y
1668,3/24/2020,15:43:03,8,45,8600,72,2,3.25,Y
1525,3/24/2020,17:19:47,8,45,8187,87,1,2.1,Y
1525,3/24/2020,17:19:47,8,45,8187,72,1,3.25,Y
342,3/25/2020,7:18:36,5,12,5687,87,1,2.1,Y
342,3/25/2020,7:18:36,5,12,5687,72,1,2.65,Y
30,3/25/2020,7:19:03,5,28,6000,87,1,2.1,Y
30,3/25/2020,7:19:03,5,28,6000,72,1,2.65,Y
442,3/25/2020,7:35:12,8,44,8600,87,1,2.1,Y
442,3/25/2020,7:35:12,8,44,8600,72,1,3.25,Y
1338,3/25/2020,8:37:39,8,6,8600,87,1,2.1,Y
1338,3/25/2020,8:37:39,8,6,8600,72,1,3.25,Y
364,3/25/2020,9:52:21,8,6,8600,87,1,2.1,Y
364,3/25/2020,9:52:21,8,6,8600,72,1,3.25,Y
1420,3/25/2020,10:07:19,8,44,8600,87,1,2.1,Y
1420,3/25/2020,10:07:19,8,44,8600,72,1,3.25,Y
507,3/25/2020,10:32:38,5,26,6000,87,1,2.1,Y
507,3/25/2020,10:32:38,5,26,6000,72,1,2.65,Y
386,3/25/2020,11:11:18,8,44,8493,87,1,2.1,Y
386,3/25/2020,11:11:18,8,44,8493,72,1,3.25,Y
1808,3/25/2020,11:57:09,5,29,6000,87,2,2.1,Y
1808,3/25/2020,11:57:09,5,29,6000,72,2,2.65,Y
1692,3/25/2020,16:59:43,5,27,5119,87,3,2.1,Y
1692,3/25/2020,16:59:43,5,27,5119,72,1,2.65,Y
543,3/26/2020,9:51:32,8,42,8600,87,2,2.1,Y
543,3/26/2020,9:51:32,8,42,8600,72,2,3.25,Y
2008,3/26/2020,15:07:26,8,43,8600,87,2,2.1,Y
2008,3/26/2020,15:07:26,8,43,8600,72,2,3.25,Y
2226,3/26/2020,16:42:25,8,45,8600,87,1,2.1,Y
2226,3/26/2020,16:42:25,8,45,8600,72,1,3.25,Y
1710,3/26/2020,19:53:17,8,45,8600,87,2,2.1,Y
1710,3/26/2020,19:53:17,8,45,8600,72,2,3.25,Y
1,3/27/2020,7:03:03,5,26,6000,87,1,2.1,Y
1,3/27/2020,7:03:03,5,26,6000,72,1,2.65,Y
45,3/27/2020,7:03:33,5,26,6000,87,1,2.1,Y
45,3/27/2020,7:03:33,5,26,6000,72,1,2.65,Y
161,3/27/2020,8:23:52,5,12,6000,87,1,2.1,Y
161,3/27/2020,8:23:52,5,12,6000,72,1,2.65,Y
36,3/27/2020,8:30:09,8,45,8346,87,1,2.1,Y
36,3/27/2020,8:30:09,8,45,8346,72,1,3.25,Y
309,3/27/2020,8:34:25,8,15,8167,87,1,2.1,Y
309,3/27/2020,8:34:25,8,15,8167,72,1,3.25,Y
104,3/27/2020,9:06:18,8,15,8600,87,1,2.1,Y
104,3/27/2020,9:06:18,8,15,8600,72,1,3.25,Y
215,3/27/2020,9:12:13,8,45,8600,87,1,2.1,Y
215,3/27/2020,9:12:13,8,45,8600,72,1,3.25,Y
133,3/27/2020,9:25:38,5,30,5467,87,1,2.1,Y
133,3/27/2020,9:25:38,5,30,5467,72,1,2.65,Y
311,3/27/2020,9:32:03,8,45,8600,87,1,2.1,Y
311,3/27/2020,9:32:03,8,45,8600,72,1,3.25,Y
315,3/27/2020,10:00:12,8,42,8600,87,1,2.1,Y
315,3/27/2020,10:00:12,8,42,8600,72,1,3.25,Y
235,3/27/2020,10:44:07,8,42,8600,87,1,2.1,Y
235,3/27/2020,10:44:07,8,42,8600,72,1,3.25,Y
178,3/27/2020,10:49:38,8,15,8227,87,1,2.1,Y
178,3/27/2020,10:49:38,8,15,8227,72,1,3.25,Y
423,3/27/2020,12:12:41,5,27,5354,87,1,2.1,Y
423,3/27/2020,12:12:41,5,27,5354,72,1,2.65,Y
454,3/27/2020,13:33:44,8,44,8455,87,1,2.1,Y
454,3/27/2020,13:33:44,8,44,8455,72,1,3.25,Y
296,3/27/2020,15:38:10,5,27,6000,87,1,2.1,Y
296,3/27/2020,15:38:10,5,27,6000,72,1,2.65,Y
432,3/27/2020,18:14:29,8,44,8493,87,1,2.1,Y
432,3/27/2020,18:14:29,8,44,8493,72,1,3.25,Y
251,3/28/2020,8:56:33,5,30,5527,87,2,2.1,Y
251,3/28/2020,8:56:33,5,30,5527,72,2,2.65,Y
175,3/28/2020,11:03:07,8,42,8600,87,1,2.1,Y
191,3/28/2020,12:21:46,5,12,5799,87,2,2.1,Y
191,3/28/2020,12:21:46,5,12,5799,72,2,2.65,Y
724,3/28/2020,14:40:46,5,26,5035,87,2,2.1,Y
724,3/28/2020,14:40:46,5,26,5035,72,2,2.65,Y
5,3/28/2020,15:03:48,8,45,8600,87,1,2.1,Y
652,3/28/2020,19:03:46,8,15,8600,87,1,2.1,Y
660,3/28/2020,19:17:17,8,15,8600,87,1,2.1,Y
32,3/29/2020,9:36:30,8,42,8600,87,2,2.1,Y
585,3/29/2020,10:07:20,5,12,5670,87,2,2.1,Y
585,3/29/2020,10:07:20,5,12,5670,72,2,2.65,Y
219,3/29/2020,11:41:17,5,30,5109,87,2,2.1,Y
219,3/29/2020,11:41:17,5,30,5109,72,2,2.65,Y
327,3/29/2020,14:54:38,8,42,8082,87,1,2.1,Y
729,3/29/2020,15:14:13,8,45,8107,87,1,2.1,Y
323,3/29/2020,17:13:13,5,12,5662,87,2,2.1,Y
323,3/29/2020,17:13:13,5,12,5662,72,2,2.65,Y
401,3/29/2020,18:06:35,8,15,8600,87,1,2.1,Y
342,3/30/2020,7:18:36,5,12,5687,87,1,2.1,Y
342,3/30/2020,7:18:36,5,12,5687,72,1,2.65,Y
402,3/30/2020,9:04:21,8,42,8123,87,1,2.1,Y
402,3/30/2020,9:04:21,8,42,8123,72,1,3.25,Y
440,3/30/2020,9:20:55,8,42,8600,87,1,2.1,Y
440,3/30/2020,9:20:55,8,42,8600,87,1,2.1,Y
440,3/30/2020,9:20:55,8,42,8600,72,1,2.65,Y
76,3/30/2020,10:25:30,8,6,8600,87,1,2.1,Y
76,3/30/2020,10:25:30,8,6,8600,72,1,3.25,Y
45,3/31/2020,7:03:33,5,26,6000,87,1,2.1,Y
45,3/31/2020,7:03:33,5,26,6000,72,1,2.65,Y
36,3/31/2020,8:30:09,8,45,8346,87,1,2.1,Y
36,3/31/2020,8:30:09,8,45,8346,72,1,3.25,Y
669,3/31/2020,8:45:17,8,42,8600,87,2,2.1,Y
669,3/31/2020,8:45:17,8,42,8600,72,2,3.25,Y
499,3/31/2020,10:48:19,8,42,8600,87,1,2.1,Y
499,3/31/2020,10:48:19,8,42,8600,72,1,3.25,Y
5,4/15/2020,6:47:12,8,42,8600,87,2,2.1,Y
5,4/15/2020,6:47:12,8,42,8600,72,2,3.25,Y
153,4/15/2020,10:48:40,8,44,8377,87,1,2.1,Y
153,4/15/2020,10:48:40,8,44,8377,72,1,3.25,Y
2203,4/15/2020,13:14:45,8,45,8600,87,1,2.1,Y
2203,4/15/2020,13:14:45,8,45,8600,72,1,3.25,Y
1812,4/15/2020,17:14:59,8,43,8600,87,1,2.1,Y
1812,4/15/2020,17:14:59,8,43,8600,72,1,3.25,Y
1597,4/15/2020,19:17:28,8,45,8059,87,1,2.1,Y
1597,4/15/2020,19:17:28,8,45,8059,72,1,3.25,Y
937,4/16/2020,8:47:55,8,44,8303,87,1,2.1,Y
937,4/16/2020,8:47:55,8,44,8303,72,1,3.25,Y
1108,4/16/2020,10:10:20,8,42,8600,87,1,2.1,Y
1108,4/16/2020,10:10:20,8,42,8600,72,1,3.25,Y
1223,4/16/2020,10:43:20,8,42,8600,87,1,2.1,Y
1223,4/16/2020,10:43:20,8,42,8600,72,1,3.25,Y
1426,4/17/2020,6:42:57,8,6,8600,87,1,2.1,Y
1426,4/17/2020,6:42:57,8,6,8600,72,1,3.25,Y
1425,4/17/2020,9:55:47,8,42,8600,87,1,2.1,Y
1425,4/17/2020,9:55:47,8,42,8600,72,1,3.25,Y
142,4/17/2020,11:18:31,8,6,8600,87,1,2.1,Y
142,4/17/2020,11:18:31,8,6,8600,72,1,3.25,Y
1035,4/18/2020,7:13:33,8,6,8373,87,1,2.1,Y
1035,4/18/2020,7:13:33,8,6,8373,72,1,3.25,Y
260,4/18/2020,11:16:14,8,6,8600,87,1,2.1,Y
260,4/18/2020,11:16:14,8,6,8600,72,1,3.25,Y
1749,4/18/2020,17:26:37,8,45,8600,87,1,2.1,Y
1749,4/18/2020,17:26:37,8,45,8600,72,1,3.25,Y
77,4/19/2020,8:38:41,8,6,8600,87,1,2.1,Y
77,4/19/2020,8:38:41,8,6,8600,72,1,3.25,Y
760,4/19/2020,9:14:54,8,42,8600,87,1,2.1,Y
760,4/19/2020,9:14:54,8,42,8600,72,1,3.25,Y
42,4/19/2020,10:45:21,8,42,8600,87,1,2.1,Y
42,4/19/2020,10:45:21,8,42,8600,72,1,3.25,Y
1548,4/19/2020,12:05:35,8,43,8600,87,1,2.1,Y
1548,4/19/2020,12:05:35,8,43,8600,72,1,3.25,Y
1492,4/19/2020,12:22:27,8,43,8600,87,1,2.1,Y
1492,4/19/2020,12:22:27,8,43,8600,72,1,3.25,Y
1523,4/19/2020,14:22:57,8,45,8600,87,1,2.1,Y
1523,4/19/2020,14:22:57,8,45,8600,72,1,3.25,Y
1604,4/19/2020,15:31:41,8,43,8429,87,1,2.1,Y
1604,4/19/2020,15:31:41,8,43,8429,72,1,3.25,Y
1892,4/19/2020,15:54:12,8,43,8600,87,1,2.1,Y
1892,4/19/2020,15:54:12,8,43,8600,72,1,3.25,Y
360,4/20/2020,8:45:10,5,26,6000,87,2,2.1,Y
360,4/20/2020,8:45:10,5,26,6000,72,2,2.65,Y
314,4/20/2020,10:32:04,5,30,6000,87,1,2.1,Y
314,4/20/2020,10:32:04,5,30,6000,72,1,2.65,Y
56,4/20/2020,10:55:36,5,26,6000,87,1,2.1,Y
56,4/20/2020,10:55:36,5,26,6000,72,1,2.65,Y
667,4/20/2020,11:36:14,5,27,5352,87,1,2.1,Y
667,4/20/2020,11:36:14,5,27,5352,72,1,2.65,Y
498,4/20/2020,11:44:07,5,27,6000,87,2,2.1,Y
498,4/20/2020,11:44:07,5,27,6000,72,1,2.65,Y
572,4/20/2020,13:50:19,5,29,5355,87,2,2.1,Y
572,4/20/2020,13:50:19,5,29,5355,72,2,2.65,Y
54,4/21/2020,7:11:22,5,26,6000,87,2,2.1,Y
54,4/21/2020,7:11:22,5,26,6000,72,2,2.65,Y
245,4/21/2020,7:40:01,5,30,5033,87,3,2.1,Y
245,4/21/2020,7:40:01,5,30,5033,72,3,2.65,Y
424,4/21/2020,8:14:35,8,15,8600,87,1,2.1,Y
424,4/21/2020,8:14:35,8,15,8600,72,1,3.25,Y
98,4/21/2020,10:16:23,5,26,5144,87,2,2.1,Y
98,4/21/2020,10:16:23,5,26,5144,72,2,2.65,Y
499,4/21/2020,10:48:19,8,42,8600,87,1,2.1,Y
499,4/21/2020,10:48:19,8,42,8600,72,1,3.25,Y
672,4/21/2020,12:56:54,5,29,5094,87,2,2.1,Y
672,4/21/2020,12:56:54,5,29,5094,72,2,2.65,Y
581,4/21/2020,14:15:25,5,7,5461,87,1,2.1,Y
581,4/21/2020,14:15:25,5,7,5461,72,1,2.65,Y
894,4/21/2020,16:59:38,8,44,8600,87,1,2.1,Y
894,4/21/2020,16:59:38,8,44,8600,72,1,3.25,Y
647,4/21/2020,18:47:16,8,43,8600,87,1,2.1,Y
647,4/21/2020,18:47:16,8,43,8600,72,1,3.25,Y
1309,4/22/2020,6:44:11,8,6,8221,72,1,3.25,Y
1309,4/22/2020,6:44:11,8,6,8221,87,1,2.1,Y
581,4/22/2020,7:08:15,8,6,8600,72,1,3.25,Y
581,4/22/2020,7:08:15,8,6,8600,87,1,2.1,Y
371,4/22/2020,10:08:29,8,6,8600,72,1,3.25,Y
371,4/22/2020,10:08:29,8,6,8600,87,1,2.1,Y
515,4/22/2020,10:47:37,5,26,5077,87,1,2.1,Y
515,4/22/2020,10:47:37,5,26,5077,72,1,2.65,Y
739,4/22/2020,10:55:15,5,26,6000,87,3,2.1,Y
739,4/22/2020,10:55:15,5,26,6000,72,3,2.65,Y
2095,4/22/2020,11:38:46,8,43,8600,72,1,3.25,Y
2095,4/22/2020,11:38:46,8,43,8600,87,1,2.1,Y
1073,4/23/2020,7:20:00,5,26,6000,87,1,2.1,Y
1073,4/23/2020,7:20:00,5,26,6000,72,1,2.65,Y
669,4/23/2020,8:45:17,8,42,8600,87,2,2.1,Y
669,4/23/2020,8:45:17,8,42,8600,72,2,3.25,Y
683,4/23/2020,8:52:30,5,12,6000,87,3,2.1,Y
683,4/23/2020,8:52:30,5,12,6000,72,3,2.65,Y
566,4/23/2020,8:55:22,5,12,5045,87,1,2.1,Y
566,4/23/2020,8:55:22,5,12,5045,72,1,2.65,Y
1358,4/23/2020,9:18:18,8,42,8600,87,1,2.1,Y
1358,4/23/2020,9:18:18,8,42,8600,72,1,3.25,Y
351,4/23/2020,9:23:42,8,44,8600,87,2,2.1,Y
351,4/23/2020,9:23:42,8,44,8600,72,2,3.25,Y
356,4/23/2020,10:03:52,8,44,8386,87,1,2.1,Y
356,4/23/2020,10:03:52,8,44,8386,72,1,3.25,Y
1801,4/23/2020,11:29:24,5,29,6000,87,2,2.1,Y
1801,4/23/2020,11:29:24,5,29,6000,72,2,2.65,Y
1553,4/23/2020,11:39:50,8,45,8330,87,1,2.1,Y
1553,4/23/2020,11:39:50,8,45,8330,72,1,3.25,Y
1838,4/23/2020,14:00:07,5,27,6000,87,1,2.1,Y
1838,4/23/2020,14:00:07,5,27,6000,72,1,2.65,Y
1447,4/23/2020,19:23:14,8,45,8600,87,1,2.1,Y
1447,4/23/2020,19:23:14,8,45,8600,72,1,3.25,Y
546,4/24/2020,6:20:44,5,12,5070,87,2,2.1,Y
546,4/24/2020,6:20:44,5,12,5070,72,2,2.65,Y
819,4/24/2020,8:06:45,8,42,8600,87,1,2.1,Y
819,4/24/2020,8:06:45,8,42,8600,87,1,2.1,Y
819,4/24/2020,8:06:45,8,42,8600,72,1,2.65,Y
1163,4/24/2020,8:19:48,5,28,6000,87,1,2.1,Y
1163,4/24/2020,8:19:48,5,28,6000,72,1,2.65,Y
557,4/24/2020,9:39:04,8,44,8600,87,1,2.1,Y
557,4/24/2020,9:39:04,8,44,8600,87,1,2.1,Y
557,4/24/2020,9:39:04,8,44,8600,72,1,2.65,Y
1674,4/24/2020,11:56:01,5,29,5273,87,2,2.1,Y
1674,4/24/2020,11:56:01,5,29,5273,72,2,2.65,Y
2089,4/24/2020,12:23:04,8,43,8600,87,1,2.1,Y
2089,4/24/2020,12:23:04,8,43,8600,87,1,2.1,Y
2089,4/24/2020,12:23:04,8,43,8600,72,1,2.65,Y
1546,4/24/2020,14:00:09,5,29,6000,87,2,2.1,Y
1546,4/24/2020,14:00:09,5,29,6000,72,2,2.65,Y
1648,4/24/2020,14:38:45,5,29,5197,87,2,2.1,Y
1648,4/24/2020,14:38:45,5,29,5197,72,2,2.65,Y
2126,4/24/2020,16:02:03,8,43,8600,87,1,2.1,Y
2126,4/24/2020,16:02:03,8,43,8600,72,1,3.25,Y
1720,4/24/2020,16:42:55,5,27,5484,87,1,2.1,Y
1720,4/24/2020,16:42:55,5,27,5484,72,1,2.65,Y
1226,4/25/2020,7:18:25,5,26,6000,87,2,2.1,Y
1226,4/25/2020,7:18:25,5,26,6000,72,2,2.65,Y
342,4/25/2020,7:18:36,5,12,5687,87,1,2.1,Y
342,4/25/2020,7:18:36,5,12,5687,72,1,2.65,Y
30,4/25/2020,7:19:03,5,28,6000,87,1,2.1,Y
30,4/25/2020,7:19:03,5,28,6000,72,1,2.65,Y
442,4/25/2020,7:35:12,8,44,8600,87,1,2.1,Y
442,4/25/2020,7:35:12,8,44,8600,72,1,3.25,Y
1356,4/25/2020,8:08:13,8,44,8600,87,2,2.1,Y
1356,4/25/2020,8:08:13,8,44,8600,72,2,3.25,Y
567,4/25/2020,9:27:49,5,26,6000,87,1,2.1,Y
567,4/25/2020,9:27:49,5,26,6000,72,1,2.65,Y
972,4/25/2020,9:48:23,8,42,8600,87,1,2.1,Y
972,4/25/2020,9:48:23,8,42,8600,72,1,3.25,Y
1420,4/25/2020,10:07:19,8,44,8600,87,1,2.1,Y
1420,4/25/2020,10:07:19,8,44,8600,72,1,3.25,Y
507,4/25/2020,10:32:38,5,26,6000,87,1,2.1,Y
507,4/25/2020,10:32:38,5,26,6000,72,1,2.65,Y
276,4/25/2020,11:14:31,8,44,8600,87,1,2.1,Y
276,4/25/2020,11:14:31,8,44,8600,72,1,3.25,Y
1808,4/25/2020,11:57:09,5,29,6000,87,2,2.1,Y
1808,4/25/2020,11:57:09,5,29,6000,72,2,2.65,Y
1811,4/25/2020,15:35:55,8,45,8374,87,1,2.1,Y
1811,4/25/2020,15:35:55,8,45,8374,72,1,3.25,Y
1692,4/25/2020,16:59:43,5,27,5119,87,3,2.1,Y
1692,4/25/2020,16:59:43,5,27,5119,72,1,2.65,Y
2037,4/25/2020,19:53:28,8,45,8230,87,2,2.1,Y
2037,4/25/2020,19:53:28,8,45,8230,72,2,3.25,Y
90,4/26/2020,8:26:04,8,6,8600,87,2,2.1,Y
90,4/26/2020,8:26:04,8,6,8600,72,2,3.25,Y
70,4/26/2020,8:52:51,5,12,6000,87,3,2.1,Y
70,4/26/2020,8:52:51,5,12,6000,72,3,2.65,Y
1325,4/26/2020,9:04:35,8,44,8600,87,1,2.1,Y
1325,4/26/2020,9:04:35,8,44,8600,72,1,3.25,Y
543,4/26/2020,9:51:32,8,42,8600,87,2,2.1,Y
543,4/26/2020,9:51:32,8,42,8600,72,2,3.25,Y
1824,4/26/2020,12:51:58,5,29,5180,87,3,2.1,Y
1824,4/26/2020,12:51:58,5,29,5180,72,3,2.65,Y
2008,4/26/2020,15:07:26,8,43,8600,87,2,2.1,Y
2008,4/26/2020,15:07:26,8,43,8600,72,2,3.25,Y
2226,4/26/2020,16:42:25,8,45,8600,87,1,2.1,Y
2226,4/26/2020,16:42:25,8,45,8600,72,1,3.25,Y
1710,4/26/2020,19:53:17,8,45,8600,87,2,2.1,Y
1710,4/26/2020,19:53:17,8,45,8600,72,2,3.25,Y
45,4/27/2020,7:03:33,5,26,6000,87,1,2.1,Y
45,4/27/2020,7:03:33,5,26,6000,72,1,2.65,Y
195,4/27/2020,7:49:15,5,26,6000,87,1,2.1,Y
195,4/27/2020,7:49:15,5,26,6000,72,1,2.65,Y
36,4/27/2020,8:30:09,8,45,8346,87,1,2.1,Y
36,4/27/2020,8:30:09,8,45,8346,72,1,3.25,Y
208,4/27/2020,8:56:42,5,30,6000,71,1,3.75,Y
208,4/27/2020,8:56:42,5,30,6000,71,1,3.75,Y
215,4/27/2020,9:12:13,8,45,8600,87,1,2.1,Y
215,4/27/2020,9:12:13,8,45,8600,72,1,3.25,Y
311,4/27/2020,9:32:03,8,45,8600,87,1,2.1,Y
311,4/27/2020,9:32:03,8,45,8600,72,1,3.25,Y
235,4/27/2020,10:44:07,8,42,8600,87,1,2.1,Y
235,4/27/2020,10:44:07,8,42,8600,72,1,3.25,Y
355,4/27/2020,11:36:52,8,41,8442,87,1,2.1,Y
355,4/27/2020,11:36:52,8,41,8442,72,1,3.25,Y
340,4/27/2020,14:15:16,8,43,8600,87,1,2.1,Y
340,4/27/2020,14:15:16,8,43,8600,72,1,3.25,Y
462,4/27/2020,15:28:27,5,27,5830,87,1,2.1,Y
462,4/27/2020,15:28:27,5,27,5830,72,1,2.65,Y
432,4/27/2020,18:14:29,8,44,8493,87,1,2.1,Y
432,4/27/2020,18:14:29,8,44,8493,72,1,3.25,Y
447,4/27/2020,19:22:35,8,44,8091,87,1,2.1,Y
447,4/27/2020,19:22:35,8,44,8091,72,1,3.25,Y
503,4/27/2020,20:38:50,8,41,8600,87,1,2.1,Y
503,4/27/2020,20:38:50,8,41,8600,72,1,3.25,Y
706,4/28/2020,8:07:33,5,26,5106,87,2,2.1,Y
706,4/28/2020,8:07:33,5,26,5106,72,2,2.65,Y
322,4/28/2020,11:03:25,8,15,8600,87,1,2.1,Y
191,4/28/2020,12:21:46,5,12,5799,87,2,2.1,Y
191,4/28/2020,12:21:46,5,12,5799,72,2,2.65,Y
5,4/28/2020,15:03:48,8,45,8600,87,1,2.1,Y
52,4/28/2020,15:12:34,5,30,5885,87,2,2.1,Y
52,4/28/2020,15:12:34,5,30,5885,72,2,2.65,Y
50,4/28/2020,15:40:05,5,26,5483,87,1,2.1,Y
50,4/28/2020,15:40:05,5,26,5483,72,1,2.65,Y
745,4/28/2020,16:10:34,8,42,8600,87,1,2.1,Y
493,4/28/2020,16:40:15,8,15,8149,87,1,2.1,Y
754,4/28/2020,16:47:34,8,45,8600,87,1,2.1,Y
99,4/28/2020,18:04:16,5,26,5900,87,2,2.1,Y
99,4/28/2020,18:04:16,5,26,5900,72,2,2.65,Y
334,4/29/2020,7:27:17,5,12,5034,87,2,2.1,Y
334,4/29/2020,7:27:17,5,12,5034,72,2,2.65,Y
132,4/29/2020,8:25:01,5,30,5240,87,2,2.1,Y
132,4/29/2020,8:25:01,5,30,5240,72,2,2.65,Y
1,4/29/2020,8:48:11,8,45,8600,87,2,2.1,Y
219,4/29/2020,11:41:17,5,30,5109,87,2,2.1,Y
219,4/29/2020,11:41:17,5,30,5109,72,2,2.65,Y
90,4/29/2020,12:13:39,5,12,5794,87,2,2.1,Y
90,4/29/2020,12:13:39,5,12,5794,72,2,2.65,Y
537,4/29/2020,13:27:11,8,15,8600,87,2,2.1,Y
729,4/29/2020,15:14:13,8,45,8107,87,1,2.1,Y
490,4/29/2020,15:52:10,8,45,8600,87,2,2.1,Y
323,4/29/2020,17:13:13,5,12,5662,87,2,2.1,Y
323,4/29/2020,17:13:13,5,12,5662,72,2,2.65,Y
401,4/29/2020,18:06:35,8,15,8600,87,1,2.1,Y
634,4/30/2020,6:30:18,8,6,8600,87,1,2.1,Y
634,4/30/2020,6:30:18,8,6,8600,72,1,3.25,Y
29,4/30/2020,8:43:37,5,28,5440,87,1,2.1,Y
29,4/30/2020,8:43:37,5,28,5440,72,1,2.65,Y
5,5/15/2020,6:47:12,8,42,8600,87,2,2.1,Y
5,5/15/2020,6:47:12,8,42,8600,72,2,3.25,Y
1121,5/15/2020,9:34:00,8,6,8349,87,1,2.1,Y
1121,5/15/2020,9:34:00,8,6,8349,72,1,3.25,Y
393,5/15/2020,10:04:25,8,44,8600,72,1,3.25,Y
393,5/15/2020,10:04:25,8,44,8600,87,1,2.1,Y
363,5/15/2020,11:17:45,8,6,8600,72,1,3.25,Y
363,5/15/2020,11:17:45,8,6,8600,87,1,2.1,Y
1853,5/15/2020,13:24:57,8,43,8600,87,1,2.1,Y
1853,5/15/2020,13:24:57,8,43,8600,72,1,3.25,Y
1812,5/15/2020,17:14:59,8,43,8600,87,1,2.1,Y
1812,5/15/2020,17:14:59,8,43,8600,72,1,3.25,Y
2237,5/15/2020,18:40:13,8,45,8348,87,1,2.1,Y
2237,5/15/2020,18:40:13,8,45,8348,72,1,3.25,Y
1597,5/15/2020,19:17:28,8,45,8059,87,1,2.1,Y
1597,5/15/2020,19:17:28,8,45,8059,72,1,3.25,Y
1050,5/16/2020,7:34:34,8,6,8600,87,1,2.1,Y
1050,5/16/2020,7:34:34,8,6,8600,72,1,3.25,Y
937,5/16/2020,8:47:55,8,44,8303,87,1,2.1,Y
937,5/16/2020,8:47:55,8,44,8303,72,1,3.25,Y
402,5/16/2020,9:04:21,8,42,8123,87,1,2.1,Y
402,5/16/2020,9:04:21,8,42,8123,72,1,3.25,Y
1108,5/16/2020,10:10:20,8,42,8600,87,1,2.1,Y
1108,5/16/2020,10:10:20,8,42,8600,72,1,3.25,Y
1436,5/16/2020,11:06:00,8,44,8600,87,1,2.1,Y
1436,5/16/2020,11:06:00,8,44,8600,72,1,3.25,Y
322,5/16/2020,11:22:10,8,44,8066,87,1,2.1,Y
322,5/16/2020,11:22:10,8,44,8066,72,1,3.25,Y
1769,5/16/2020,14:19:55,8,45,8600,87,1,2.1,Y
1769,5/16/2020,14:19:55,8,45,8600,72,1,3.25,Y
634,5/17/2020,6:30:18,8,6,8600,87,1,2.1,Y
634,5/17/2020,6:30:18,8,6,8600,72,1,3.25,Y
1021,5/17/2020,9:05:20,8,42,8311,87,1,2.1,Y
1021,5/17/2020,9:05:20,8,42,8311,72,1,3.25,Y
142,5/17/2020,11:18:31,8,6,8600,87,1,2.1,Y
